trial,ts,k,k1,b,macro_p,macro_r,macro_f1,micro_p,micro_r,micro_f1,run_path
70,2025-09-10T01:53:54,200,1.651065,0.560441,0.3906,0.16338695590227637,0.21919905968893794,0.3906,0.1464896489648965,0.21307004145756053,sweeps/runs/run_trial70_k200_k11.6511_b0.5604.txt
71,2025-09-10T01:54:15,200,1.700839,0.58303,0.3889,0.16278976670694106,0.21833734774787117,0.3889,0.14585208520852086,0.21214270128736634,sweeps/runs/run_trial71_k200_k11.7008_b0.583.txt
72,2025-09-10T01:54:56,200,1.75,0.538737,0.39039999999999997,0.16368001023298454,0.21932593113011922,0.3904,0.14641464146414643,0.2129609426140083,sweeps/runs/run_trial72_k200_k11.75_b0.5387.txt
73,2025-09-10T01:55:19,200,1.515382,0.640969,0.38770000000000004,0.1619675879798967,0.2174039399821433,0.3877,0.1454020402040204,0.2114881082260528,sweeps/runs/run_trial73_k200_k11.5154_b0.641.txt
74,2025-09-10T01:55:40,200,1.660035,0.45464,0.39089999999999997,0.16326649739542973,0.21911991453988958,0.3909,0.1466021602160216,0.21323368972288895,sweeps/runs/run_trial74_k200_k11.66_b0.4546.txt
75,2025-09-10T01:56:01,200,1.541321,0.638319,0.3874,0.16194916720974312,0.2173554876652042,0.3874,0.1452895289528953,0.2113244599607244,sweeps/runs/run_trial75_k200_k11.5413_b0.6383.txt
76,2025-09-10T01:56:22,200,1.568708,0.523951,0.39130000000000004,0.16378317221701796,0.21960985374362416,0.3913,0.14675217521752176,0.21345188740999343,sweeps/runs/run_trial76_k200_k11.5687_b0.524.txt
77,2025-09-10T01:56:43,200,1.549098,0.45,0.3911,0.163337413451275,0.21916870055289983,0.3911,0.14667716771677167,0.2133427885664412,sweeps/runs/run_trial77_k200_k11.5491_b0.45.txt
78,2025-09-10T01:57:03,200,1.693454,0.463981,0.39049999999999996,0.1630555647995748,0.21885179959254447,0.3905,0.14645214521452146,0.2130154920357844,sweeps/runs/run_trial78_k200_k11.6935_b0.464.txt
79,2025-09-10T01:57:40,200,1.611698,0.543804,0.391,0.16364394311470903,0.21946950345242403,0.391,0.14663966396639663,0.21328823914466508,sweeps/runs/run_trial79_k200_k11.6117_b0.5438.txt
80,2025-09-10T01:58:01,200,1.504957,0.65,0.38770000000000004,0.16192752943142033,0.21739561385599132,0.3877,0.1454020402040204,0.2114881082260528,sweeps/runs/run_trial80_k200_k11.505_b0.65.txt
