trial,ts,k,k1,b,macro_p,macro_r,macro_f1,micro_p,micro_r,micro_f1,run_path
44,2025-09-10T02:36:48,20,1.140499,0.3,0.623,0.028040796101907267,0.05294027901590085,0.623,0.023364836483648364,0.045040485829959516,sweeps/runsk20/run_trial44_k20_k11.1405_b0.3.txt
45,2025-09-10T02:37:11,20,1.302631,0.419234,0.615,0.02759248932291324,0.052117002453355626,0.615,0.023064806480648063,0.044462116830537884,sweeps/runsk20/run_trial45_k20_k11.3026_b0.4192.txt
46,2025-09-10T02:37:34,20,1.514998,0.323448,0.609,0.027248990402208375,0.05147182436661116,0.609,0.02283978397839784,0.044028340080971666,sweeps/runsk20/run_trial46_k20_k11.515_b0.3234.txt
47,2025-09-10T02:37:58,20,1.60082,0.478787,0.602,0.02698864575397047,0.0509719446957003,0.602,0.022577257725772577,0.043522267206477734,sweeps/runsk20/run_trial47_k20_k11.6008_b0.4788.txt
48,2025-09-10T02:38:21,20,1.986053,0.378664,0.607,0.02722443693730507,0.05142060693549199,0.607,0.022764776477647766,0.04388374783111626,sweeps/runsk20/run_trial48_k20_k11.9861_b0.3787.txt
49,2025-09-10T02:38:45,20,1.199886,0.75,0.5920000000000001,0.02722280207888843,0.05131811762933389,0.592,0.0222022202220222,0.04279930595720069,sweeps/runsk20/run_trial49_k20_k11.1999_b0.75.txt
50,2025-09-10T02:39:08,20,1.395605,0.75,0.596,0.027365931242099895,0.05158978425905543,0.596,0.02235223522352235,0.04308849045691151,sweeps/runsk20/run_trial50_k20_k11.3956_b0.75.txt
51,2025-09-10T02:39:31,20,1.0,0.428641,0.623,0.027825797708740527,0.05255718225956002,0.623,0.023364836483648364,0.045040485829959516,sweeps/runsk20/run_trial51_k20_k11.0_b0.4286.txt
52,2025-09-10T02:39:55,20,1.0,0.711669,0.604,0.02751118139901571,0.05189352312415964,0.604,0.022652265226522653,0.04366685945633314,sweeps/runsk20/run_trial52_k20_k11.0_b0.7117.txt
53,2025-09-10T02:40:20,20,1.863837,0.324377,0.604,0.026961634617630393,0.05093930401955116,0.604,0.022652265226522653,0.04366685945633314,sweeps/runsk20/run_trial53_k20_k11.8638_b0.3244.txt
54,2025-09-10T02:40:45,20,1.043704,0.3,0.623,0.0279542781950545,0.05278589917580188,0.623,0.023364836483648364,0.045040485829959516,sweeps/runsk20/run_trial54_k20_k11.0437_b0.3.txt
55,2025-09-10T02:41:09,20,1.239296,0.318194,0.62,0.02784794199905035,0.05259111351847106,0.62,0.02325232523252325,0.0448235974551764,sweeps/runsk20/run_trial55_k20_k11.2393_b0.3182.txt
56,2025-09-10T02:41:33,20,1.223229,0.454022,0.615,0.027526115746089968,0.051991077389909546,0.615,0.023064806480648063,0.044462116830537884,sweeps/runsk20/run_trial56_k20_k11.2232_b0.454.txt
57,2025-09-10T02:41:56,20,1.238457,0.3,0.619,0.027886043704309582,0.052651921822374693,0.619,0.023214821482148214,0.04475130133024869,sweeps/runsk20/run_trial57_k20_k11.2385_b0.3.txt
58,2025-09-10T02:42:19,20,1.464639,0.433466,0.614,0.027555573686430527,0.05204911447352965,0.614,0.023027302730273026,0.044389820705610185,sweeps/runsk20/run_trial58_k20_k11.4646_b0.4335.txt
59,2025-09-10T02:42:41,20,1.076285,0.3,0.626,0.02806607607630902,0.05299983498733333,0.626,0.023477347734773477,0.04525737420474262,sweeps/runsk20/run_trial59_k20_k11.0763_b0.3.txt
60,2025-09-10T02:43:05,20,1.255211,0.307984,0.617,0.027790062796727955,0.052470745277647717,0.617,0.02313981398139814,0.0446067090803933,sweeps/runsk20/run_trial60_k20_k11.2552_b0.308.txt
61,2025-09-10T02:43:28,20,1.518268,0.3,0.609,0.027364687890084553,0.051679041081665315,0.609,0.02283978397839784,0.044028340080971666,sweeps/runsk20/run_trial61_k20_k11.5183_b0.3.txt
62,2025-09-10T02:43:52,20,1.168156,0.3,0.622,0.027928938930866166,0.05273640003667131,0.622,0.023327332733273327,0.0449681897050318,sweeps/runsk20/run_trial62_k20_k11.1682_b0.3.txt
63,2025-09-10T02:44:16,20,1.04658,0.690808,0.606,0.02747926849138175,0.05184585142261773,0.606,0.022727272727272728,0.04381145170618855,sweeps/runsk20/run_trial63_k20_k11.0466_b0.6908.txt
64,2025-09-10T02:44:38,20,1.57918,0.543988,0.606,0.027036002315924557,0.051073534497339285,0.606,0.022727272727272728,0.04381145170618855,sweeps/runsk20/run_trial64_k20_k11.5792_b0.544.txt
65,2025-09-10T02:45:01,20,1.151603,0.3,0.624,0.02808081248605137,0.05301745550447769,0.624,0.023402340234023402,0.045112781954887216,sweeps/runsk20/run_trial65_k20_k11.1516_b0.3.txt
66,2025-09-10T02:45:22,20,1.06556,0.342602,0.619,0.027729514790392228,0.052365803493215964,0.619,0.023214821482148214,0.04475130133024869,sweeps/runsk20/run_trial66_k20_k11.0656_b0.3426.txt
67,2025-09-10T02:45:46,20,1.215479,0.3,0.62,0.027922622603801885,0.052722354314695255,0.62,0.02325232523252325,0.0448235974551764,sweeps/runsk20/run_trial67_k20_k11.2155_b0.3.txt
